,title,release_date,genre,run_time,certification,user_score,original_language,movie_budget,movie_revenue,keywords,actors,director_list
0,Modern Times,02/05/1936 ,"['Drama', 'Comedy']",1h 27m,NR,83,English,1500000,8500000,"['factory', 'ambulance', 'invention', 'tramp', 'great depression', 'industrial revolution', 'slapstick', 'machine', 'pardon', 'guilty', 'foreign films in the ussr']","['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia']",['Charlie Chaplin']
0,The Lord of the Rings: The Two Towers,12/18/2002 ,"['Adventure', 'Fantasy', 'Action']",2h 59m,PG-13,83,English,79000000,926287400,"['elves', 'dwarf', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel or book', 'explosive', 'cave', 'power', 'siege', 'fort', 'army', 'addiction', 'mission', 'attack', 'guide', 'split personality', 'wizard', 'ring', 'sword and sorcery']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Liv Tyler', 'Orlando Bloom', 'John Rhys-Davies', 'Dominic Monaghan']",['Peter Jackson']
0,High and Low,11/26/1963 ,"['Crime', 'Drama', 'Mystery', 'Thriller']",2h 22m,12,83,Japanese,,,"['manager', 'ransom', 'kidnapping', 'blackmail', 'chauffeur', 'baby-snatching', 'police', 'noir', 'shoe', 'japanese noir', 'emaciation']","['Toshirō Mifune', 'Tatsuya Nakadai', 'Kyōko Kagawa', 'Tatsuya Mihashi', 'Isao Kimura', 'Kenjiro Ishiyama', 'Takeshi Katô', 'Takashi Shimura']",['Akira Kurosawa']
0,The Silence of the Lambs,02/14/1991 ,"['Crime', 'Drama', 'Thriller', 'Horror']",1h 59m,R,83,English,19000000,272742922,"['based on novel or book', 'fbi', 'kidnapping', 'psychopath', 'horror', 'murder', 'serial killer', 'psychological thriller', 'cannibal', 'moth', 'cannibalism']","['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons']",['Jonathan Demme']
0,The Legend of 1900,10/28/1998 ,"['Drama', 'Music', 'Romance']",2h 50m,R,83,Italian,9000000,,"['ocean', 'ship', 'pianistin', 'child prodigy', 'fondling']","['Tim Roth', 'Pruitt Taylor Vince', 'Bill Nunn', 'Gabriele Lavia', 'Clarence Williams III', 'Mélanie Thierry', 'Peter Vaughan', ""Niall O'Brien""]",['Giuseppe Tornatore']
0,Klaus,11/15/2019 ,"['Animation', 'Family', 'Adventure', 'Comedy']",1h 36m,PG,83,English,,,"['postman', 'christmas', 'town']","['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Joan Cusack', 'Norm Macdonald', 'Will Sasso', 'Sergio Pablos', 'Quim Gutiérrez']",['Sergio Pablos']
0,Once Upon a Time in the West,05/28/1969 ,['Western'],2h 46m,PG-13,83,Italian,5000000,5321508,"['loss of loved one', 'showdown', 'bounty', 'bounty hunter', 'sadness', 'blackmail', 'harmonica', 'anti hero', 'auction', 'dying and death', 'peasant', 'insanity', 'spaghetti western']","['Claudia Cardinale', 'Henry Fonda', 'Jason Robards', 'Charles Bronson', 'Gabriele Ferzetti', 'Paolo Stoppa', 'Woody Strode', 'Jack Elam']",['Sergio Leone']
0,The Handmaiden,06/01/2016 ,"['Thriller', 'Drama', 'Romance']",2h 25m,NR,83,Korean,8575000,37767206,"['con man', 'pickpocket', 'lesbian relationship', 'plot', 'lust', 'asian lgbt', 'con woman', 'japanese occupation of korea']","['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo', 'Cho Jin-woong', 'Kim Hae-sook', 'Moon So-ri', 'Lee Yong-nyeo', 'Lee Dong-hwi']",['Park Chan-wook']
0,Il Sorpasso,12/04/1962 ,"['Drama', 'Comedy']",1h 45m,6,83,Italian,,,"['italian', 'drive', 'summer', 'seaside']","['Vittorio Gassman', 'Catherine Spaak', 'Jean-Louis Trintignant', 'Claudio Gora', 'Luciana Angiolillo', 'Luigi Zerbinati', 'Mila Stanić', 'Linda Sini']",['Dino Risi']
0,Persona,03/06/1967 ,['Drama'],1h 25m,15,83,Swedish,,,"['nurse', 'confession', 'dream', 'betrayal', 'patient', 'violence', 'silence', 'psychiatry', 'submerged', 'institution', 'medical drama']","['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand', 'Jörgen Lindström']",['Ingmar Bergman']
0,8½,06/24/1963 ,"['Fantasy', 'Drama']",2h 19m,NR,83,Italian,,,"['individual', 'scapegoat', 'adultery', 'screenplay', 'cinecittà studios', 'movie business', 'depression', 'suicide attempt', 'creative crisis', 'kurort', 'difficult childhood', 'missile', 'dying and death', 'unsociability', 'extramarital affair', 'existence', 'spectacle']","['Marcello Mastroianni', 'Claudia Cardinale', 'Anouk Aimée', 'Sandra Milo', 'Rossella Falk', 'Barbara Steele', 'Madeleine Lebeau', 'Caterina Boratto']",['Federico Fellini']
0,Interstellar,11/07/2014 ,"['Adventure', 'Drama', 'Science Fiction']",2h 49m,PG-13,83,English,165000000,675120017,"['artificial intelligence', 'nasa', 'spacecraft', 'expedition', 'future', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'imax', 'father daughter relationship']","['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway', 'Michael Caine', 'Casey Affleck', 'Mackenzie Foy', 'Timothée Chalamet', 'Bill Irwin']",['Christopher Nolan']
0,Avengers: Endgame,04/26/2019 ,"['Adventure', 'Science Fiction', 'Action']",3h 1m,PG-13,83,English,356000000,2797800564,"['space travel', 'time travel', 'time machine', 'sequel', 'based on comic', 'alien invasion', 'superhero team', 'iron man', 'alternate timeline', 'final battle', 'father daughter relationship', 'sister sister relationship', 'avengers', 'avengers endgame']","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Paul Rudd']","['Anthony Russo', 'Joe Russo']"
0,A Silent Voice,09/17/2016 ,"['Drama', 'Animation', 'Romance']",2h 10m,12A,83,Japanese,,30156463,"['friendship', 'high school', 'bullying', 'coming of age', 'based on manga', 'deaf', 'woman director', 'sign languages', 'anime']","['Miyu Irino', 'Saori Hayami', 'Aoi Yuki', 'Kensho Ono', 'Yuki Kaneko', 'Yui Ishikawa', 'Megumi Han', 'Toshiyuki Toyonaga']",['Naoko Yamada']
0,Witness for the Prosecution,12/17/1957 ,"['Drama', 'Mystery', 'Crime']",1h 56m,NR,83,English,3000000,9000000,"['nurse', 'alibi', 'letter', 'widow', 'murder', 'lawyer', 'trial', 'cigarette smoking', 'courtroom', 'murder mystery', 'tiki culture']","['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester', 'John Williams', 'Henry Daniell', 'Ian Wolfe', 'Torin Thatcher']",['Billy Wilder']
0,My Friends,08/15/1975 ,['Comedy'],2h 20m,R,83,Italian,,,"['joke', 'male friendship']","['Ugo Tognazzi', 'Gastone Moschin', 'Philippe Noiret', 'Duilio Del Prete', 'Adolfo Celi', 'Bernard Blier', 'Marisa Traversi', 'Milena Vukotić']",['Mario Monicelli']
0,Stalker,08/01/1979 ,"['Science Fiction', 'Drama']",2h 42m,12+,83,Russian,,,"['wish', 'guard', 'stalker', 'alien', 'strugatsky', 'writer', 'soldier', 'zone']","['Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Alisa Freyndlikh', 'Natasha Abramova', 'Faime Jurno', 'Evgeniy Kostin', 'Raymo Rendi']",['Andrey Tarkovsky']
0,Green Book,11/21/2018 ,"['Drama', 'Comedy']",2h 10m,PG-13,83,English,23000000,319700000,"['southern usa', 'friendship', 'racism', 'pianist', 'driver', 'lgbt', 'music tour', '1960s', 'roadtrip']","['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Dimiter D. Marinov', 'Mike Hatton', 'Iqbal Theba', 'Sebastian Maniscalco', 'Von Lewis']",['Peter Farrelly']
0,Call Me by Your Name,01/19/2018 ,"['Romance', 'Drama']",2h 12m,R,83,English,4000000,41063475,"['italy', 'upper class', 'based on novel or book', 'swimming pool', 'love', 'coming of age', 'summer', 'teenage boy', 'masturbation', 'first love', 'lgbt', 'jewish family', '1980s', 'peach', 'gay']","['Timothée Chalamet', 'Armie Hammer', 'Michael Stuhlbarg', 'Amira Casar', 'Esther Garrel', 'Victoire Du Bois', 'Vanda Capriolo', 'Antonio Rimoldi']",['Luca Guadagnino']
0,Back to the Future,07/03/1985 ,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",1h 56m,PG,83,English,19000000,381109762,"['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'invention', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber']",['Robert Zemeckis']
0,Big Deal on Madonna Street,06/06/1958 ,"['Comedy', 'Crime']",1h 46m,T,83,Italian,,,"['boxer', 'heist', 'burglary', 'safecracker', 'tunnel']","['Vittorio Gassman', 'Marcello Mastroianni', 'Renato Salvatori', 'Totò', 'Claudia Cardinale', 'Tiberio Murgia', 'Memmo Carotenuto', 'Carlo Pisacane']",['Mario Monicelli']
0,The Apartment,06/21/1960 ,"['Comedy', 'Drama', 'Romance']",2h 5m,NR,83,English,3000000,25000000,"['new york city', ""new year's eve"", 'lovesickness', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'christmas party', 'winter', 'clerk', 'tennis racket', 'romantic comedy', 'extramarital affair']","['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Jack Kruschen', 'David Lewis', 'Hope Holiday', 'Joan Shawlee']",['Billy Wilder']
0,Portrait of a Lady on Fire,02/14/2020 ,"['Drama', 'Romance']",2h,18+,83,French,,9729987,"['painter', 'island', '18th century', 'woman director', 'lesbian romance']","['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou']",['Céline Sciamma']
0,Avengers: Infinity War,04/27/2018 ,"['Adventure', 'Action', 'Science Fiction']",2h 29m,PG-13,83,English,300000000,2046239637,"['magic', 'sacrifice', 'superhero', 'based on comic', 'space', 'battlefield', 'genocide', 'magical object', 'super power', 'team', 'aftercreditsstinger', 'marvel cinematic universe', 'cosmic']","['Robert Downey Jr.', 'Chris Hemsworth', 'Chris Evans', 'Scarlett Johansson', 'Benedict Cumberbatch', 'Tom Holland', 'Chadwick Boseman', 'Don Cheadle']","['Joe Russo', 'Anthony Russo']"
0,Apocalypse Now,08/15/1979 ,"['Drama', 'War']",2h 27m,R,83,English,31500000,150000000,"['cia', 'drug abuse', 'journalist', 'based on novel or book', 'guerrilla', 'vietnam', 'vietcong', 'cambodia', 'secret mission', 'army', 'insanity', 'surrealism', 'tribe', 'mission', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat']","['Marlon Brando', 'Robert Duvall', 'Martin Sheen', 'Frederic Forrest', 'Albert Hall', 'Sam Bottoms', 'Laurence Fishburne', 'Dennis Hopper']",['Francis Ford Coppola']
0,Bicycle Thieves,12/12/1949 ,['Drama'],1h 29m,NR,83,Italian,133000,361712,"['rome italy', 'italian', 'riding a bicycle', 'society', 'poster', 'job', 'thief', 'search', 'stolen bicycle', 'madame', 'unemployment', 'realism', 'neo realism', 'italian neo realism']","['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Gino Saltamerenda', 'Vittorio Antonucci', 'Giulio Chiari', 'Elena Altieri', 'Carlo Jachino']",['Vittorio De Sica']
0,The Lion King,06/23/1994 ,"['Family', 'Animation', 'Drama']",1h 29m,G,83,English,45000000,987483777,"['loss of loved one', 'lion', 'musical', 'wild boar', 'uncle', 'shaman', 'redemption', 'king', 'scar', 'family', 'hyena', 'meerkat', 'mandrill']","['Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Rowan Atkinson', 'Niketa Calame', 'Jim Cummings', 'Whoopi Goldberg', 'Robert Guillaume']","['Rob Minkoff', 'Roger Allers']"
0,The Intouchables,11/02/2011 ,"['Drama', 'Comedy']",1h 53m,R,82,French,13000000,426480871,"['male friendship', 'masseuse', 'friendship', 'based on a true story', 'aristocrat', 'paragliding', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger', 'quadriplegic', 'quadriplegia']","['François Cluzet', 'Omar Sy', 'Audrey Fleurot', 'Anne Le Ny', 'Clotilde Mollet', 'Alba Gaïa Bellugi', 'Cyril Mendy', 'Christian Ameri']","['Éric Toledano', 'Olivier Nakache']"
0,Senna,01/21/2011 ,['Documentary'],1h 46m,PG-13,82,English,,8212430,"['champion', 'sports', 'rivalry', 'racing', 'teammate', 'driver', 'sports documentary', 'formula one', 'motorsport']","['Ayrton Senna', 'Alain Prost', 'Frank Williams', 'Ron Dennis', 'Viviane Senna', 'Milton da Silva', 'Neide Senna', 'Jackie Stewart']",['Asif Kapadia']
0,Andrei Rublev,12/16/1966 ,"['Drama', 'History']",3h 27m,12,82,Russian,,,"['painter', 'rape', 'russia', 'artist', 'power', 'icon', 'teacher', 'torture', 'middle ages']","['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko', 'Nikolai Sergeyev', 'Irma Raush', 'Nikolay Burlyaev', 'Yuriy Nazarov', 'Mikhail Kononov']",['Andrey Tarkovsky']
0,The Seventh Seal,10/13/1958 ,"['Fantasy', 'Drama']",1h 36m,NR,82,Swedish,,,"['chess', 'countryside', 'witch', 'blacksmith', 'allegory', 'symbolism', 'artist', 'last judgment', 'pest', 'crusade', 'juggler', 'witch burning', 'sense of life', 'dying and death', 'demon', 'black death', 'death personified', 'death incarnate', '14th century']","['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe', 'Bibi Andersson', 'Inga Gill', 'Maud Hansson', 'Inga Landgré']",['Ingmar Bergman']
0,It's a Wonderful Life,01/07/1947 ,"['Drama', 'Family', 'Fantasy']",2h 10m,PG,82,English,3180000,9644124,"['holiday', 'angel', 'bank', 'suicide attempt', 'desperation', 'small town', 'great depression', 'family business ', 'black and white', 'nervous breakdown', 'old house', 'alternate reality', 'newlywed', 'told in flashback', 'guardian angel', 'high school dance', 'christmas', 'building and loan']","['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Henry Travers', 'Thomas Mitchell', 'Ward Bond', 'Frank Faylen', 'Beulah Bondi']",['Frank Capra']
0,The Hate U Give,10/19/2018 ,"['Crime', 'Drama']",2h 13m,PG-13,82,English,23000000,29163535,"['based on novel or book', 'based on young adult novel']","['Amandla Stenberg', 'Regina Hall', 'Russell Hornsby', 'K.J. Apa', 'Common', 'Anthony Mackie', 'Algee Smith', 'Lamar Johnson']","['George Tillman, Jr.']"
0,Oldboy,11/21/2003 ,"['Drama', 'Thriller', 'Mystery', 'Action']",2h,R,82,Korean,3000000,14980005,"['sushi restaurant', 'rage and hate', 'notebook', 'daughter', 'hostility', 'sin', 'revenge', 'loneliness', 'urination', 'anger', 'catholic', 'incest', 'south hypnosis']","['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung', 'Kim Byung-ok', 'Oh Dal-su', 'Lee Seung-Shin', 'Yoon Jin-seo', 'Ji Dae-han']",['Park Chan-wook']
0,Five Feet Apart,03/15/2019 ,"['Romance', 'Drama']",1h 56m,PG-13,82,English,5000000,,"['forbidden love', 'falling in love', 'cystic fibrosis', 'star crossed lovers', 'true love']","['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias', 'Kimberly Hebert Gregory', 'Parminder Nagra', 'Claire Forlani', 'Emily Baldoni', 'Gary Weeks']",['Justin Baldoni']
0,Sherlock Jr.,04/21/1924 ,"['Action', 'Comedy', 'Mystery']",45m,,82,English,,,"['amateur detective', 'pickpocket', 'slapstick', 'jungle', 'motorcycle', 'false accusations', 'silent film', 'projectionist', 'booby trap', 'handkerchief', 'magnifying glass', 'railyard', 'banana peel', 'pearls']","['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly', 'Ward Crane', 'Doris Deane', 'George Davis', 'Kewpie Morgan']",['Buster Keaton']
0,Vertigo,05/09/1958 ,"['Mystery', 'Romance', 'Thriller']",2h 8m,PG,82,English,2479000,28000000,"['san francisco, california', 'detective', 'sense of guilt', 'bachelor', 'obsession', ""love of one's life"", 'vertigo', 'museum', 'necklace', 'grave', 'plan', 'painting', 'noir', 'psychological thriller', 'fear of heights']","['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne']",['Alfred Hitchcock']
0,Wolf Children,11/26/2013 ,"['Animation', 'Drama', 'Family', 'Fantasy']",1h 57m,PG,82,Japanese,,,"['wolf', 'forest', 'growing up', 'children', 'rural area', 'werewolf', 'single mother', 'werewolf child', 'farming community', 'farming', 'furries', 'anime']","['Aoi Miyazaki', 'Takao Osawa', 'Haru Kuroki', 'Yukito Nishii', 'Momoka Ohno', 'Amon Kabe', 'Takuma Hiraoka', 'Megumi Hayashibara']",['Mamoru Hosoda']
0,Capernaum,12/14/2018 ,['Drama'],2h 6m,U,82,Arabic,4000000,64978931,"['slum', 'child abuse', 'lebanon', 'refugee', 'neglect', 'beirut', 'lawsuit', 'child bride', 'undocumented immigrant', 'poverty', 'life in the slums', 'slum dwellers']","['Zain Al Rafeea', 'Yordanos Shifera', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad', 'Fadi Kamel Yousef', 'Cedra Izzam', 'Alaa Chouchnieh', 'Elias Khoury']",['Nadine Labaki']
0,The Kid,02/06/1921 ,"['Comedy', 'Drama']",1h 8m,L,82,English,250000,2500000,"['angel', 'suicide attempt', 'fistfight', 'slapstick', 'class differences', 'rich poor', 'foundling', 'silent film', 'dream sequence', 'semi autobiographical', 'car theft', 'little tramp', 'illegitimate child', 'unwed mother', 'abandoned baby', 'out of wedlock child', 'raised like own child', 'good deed doer']","['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance', 'Carl Miller', 'Albert Austin', 'Beulah Bains', 'Nellie Bly Baker', 'Henry Bergman']",['Charlie Chaplin']
0,The Salt of the Earth,09/27/2014 ,['Documentary'],1h 49m,12,82,French,,1059804,"['france', 'brazilian', 'photographer', 'starvation', 'humanity']","['Juliano Ribeiro Salgado', 'Wim Wenders', 'Hugo Barbier', 'Lélia Wanick Salgado', 'Jacques Barthélémy', 'Régis Muller', 'João Pessoa Mattos', 'Leny Wanick Mattos']","['Juliano Ribeiro Salgado', 'Wim Wenders']"
0,All About Eve,11/09/1950 ,['Drama'],2h 19m,PG,82,English,1400000,150438,"['playwright', 'hollywood', 'black and white', 'relationship', 'insecurity', 'broadway', 'based on short story', 'theater', 'broadway star']","['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Gregory Ratoff', 'Thelma Ritter']",['Joseph L. Mankiewicz']
0,A Clockwork Orange,12/18/1971 ,"['Science Fiction', 'Drama']",2h 17m,R,82,English,2200000,26589000,"['street gang', 'sexuality', 'based on novel or book', 'parent child relationship', 'great britain', 'social worker', 'society', 'dystopia', 'satire', 'controversial', 'violence', 'cult film', 'futuristic society']","['Malcolm McDowell', 'Patrick Magee', 'Adrienne Corri', 'Michael Bates', 'Warren Clarke', 'James Marcus', 'Michael Tarn', 'Carl Duering']",['Stanley Kubrick']
0,Coco,11/22/2017 ,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",1h 45m,PG,82,English,175000000,800526015,"['mexico', 'guitar', 'musician', 'skeleton', 'music', 'afterlife', 'latinx lead', 'singer', 'life after death', 'child', '3d', 'day of the dead']","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Ana Ofelia Murguía', 'Edward James Olmos', 'Antonio Sol']",['Lee Unkrich']
0,The Usual Suspects,09/15/1995 ,"['Drama', 'Crime', 'Thriller']",1h 46m,R,82,English,6000000,23341568,"['new york city', 'law', 'suspect', 'relatives', 'flashback', 'police corruption', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'cargo ship', 'mind game', 'neo-noir', 'mystery villain']","['Stephen Baldwin', 'Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito']",['Bryan Singer']
0,In a Heartbeat,07/31/2017 ,"['Family', 'Animation', 'Romance', 'Comedy']",4m,,82,English,,,"['love', 'teenager', 'lgbt', 'short']","['Nick Ainsworth', 'Kelly Donohue']","['Esteban Bravo', 'Beth David']"
